Smiles,Standard Value,Standard Units,Molecule ChEMBL ID,value_nm,LogP,TPSA,MW,pIC50
CN1CCc2c(c3cc(F)ccc3n2CCc2cccnc2)C1,930.0,nM,CHEMBL1783961,930.0,3.4060000000000024,21.060000000000002,309.38800000000003,6.031517051446065
Cn1c(N2CCCN(CCCN3c4ccccc4COc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,128.0,nM,CHEMBL1774493,128.0,2.3440000000000003,100.25,533.6290000000004,6.892790030352131
Cc1ccccc1C(OCCN(C)C)c1ccccc1,97723.72,nM,CHEMBL900,97723.72,3.662620000000003,12.47,269.388,4.010000009312982
CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,112201.85,nM,CHEMBL353846,112201.85,3.7035000000000027,29.54,311.425,3.949999982311873
CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1C[C@H](O)c1ccccc1,44668.36,nM,CHEMBL122270,44668.36,4.236000000000003,40.540000000000006,337.463,4.349999992368662
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,316227.77,nM,CHEMBL597,316227.77,2.840420000000001,47.86,281.35900000000004,3.4999999945296856
CN(C)CCCN1c2ccccc2Sc2ccccc21,2454.71,nM,CHEMBL564,2454.71,4.241000000000003,6.48,284.42800000000005,5.6099998081597775
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,17782.79,nM,CHEMBL86715,17782.79,3.940400000000003,23.47,287.4470000000001,4.750000100140428
Clc1ccc(CNCC[C@H]2C[C@@H]2c2c[nH]cn2)cc1,8500.0,nM,CHEMBL214311,8500.0,3.3465000000000016,40.71,275.783,5.070581074285707
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,454.0,nM,CHEMBL85,454.0,3.5904200000000026,64.16,410.4930000000003,6.342944147142896
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,0.014,nM,CHEMBL511,0.014,2.658400000000001,28.6,285.391,10.853871964321762
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,870.96,nM,CHEMBL908,870.96,5.188000000000004,3.24,315.869,6.060001790087838
CNCCC=C1c2ccccc2CCc2ccccc21,50.0,nM,CHEMBL445,50.0,3.826400000000003,12.03,263.38399999999996,7.301029995663981
CN1C2CCCC1CC(Nc1ccccc1Br)C2,201.0,nM,CHEMBL4519018,201.0,3.876300000000003,15.27,309.2510000000001,6.696803942579511
OC[C@H](O)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,1.97,nM,CHEMBL5557294,1.97,3.084500000000001,56.59,384.90700000000027,8.705533773838408
CN(C)CCC=C1c2ccccc2COc2ccccc21,0.57,nM,CHEMBL1628227,0.57,3.9624000000000033,12.47,279.383,9.244125144327509
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,2.871,nM,CHEMBL643,2.871,4.239400000000003,6.48,284.428,8.541966807503494
CN(C)CCOC(c1ccccc1)c1ccccc1,84000.0,nM,CHEMBL657,84000.0,3.3542000000000023,12.47,255.36100000000002,4.075720713938118
COc1ccccc1OCC(O)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,2.95,nM,CHEMBL4446961,2.95,5.1798000000000055,54.82,491.0310000000003,8.530177984021837
COc1ccccc1OC[C@@H](O)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,4.56,nM,CHEMBL4467816,4.56,5.1798000000000055,54.82,491.0310000000003,8.341035157335565
O=[N+]([O-])c1ccccc1OCC(O)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,52.85,nM,CHEMBL4445636,52.85,5.079400000000005,88.73,506.0020000000003,7.276955008356555
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,1.84,nM,CHEMBL1172,1.84,4.018900000000002,24.92,310.8280000000001,8.735182176990463
OC(COc1ccccc1OC(F)(F)F)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,36.71,nM,CHEMBL4557928,36.71,6.069800000000006,54.82,545.0010000000002,7.435215615496014
CC(C)(C(=O)O)c1cccc(CCCN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,24.12,nM,CHEMBL5559786,24.12,6.726300000000007,53.43,515.0970000000002,7.617622696531886
NCC1CC2c3ccccc3Cc3ccccc3N2O1,199.53,nM,CHEMBL83731,199.53,2.801100000000001,38.489999999999995,266.344,6.699991797446187
CN(C)CC1CC2c3ccccc3Cc3ccccc3N2O1,6.761,nM,CHEMBL83658,6.761,3.4040000000000026,15.71,294.398,8.169989064063882
CN(C1CCOCC1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,3.3,nM,CHEMBL564446,3.3,4.303300000000004,33.53,422.54800000000023,8.481486060122112
CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C)cc3)CC2)nc2ccccc21,424.0,nM,CHEMBL1742403,424.0,5.792400000000007,30.29,433.6400000000002,6.372634143407267
CCC(C(=O)O)c1ccc2c(c1)N(CCCN1CCCN(c3cc(=O)n(C)c(=O)n3C)CC1)c1ccccc1S2,41.0,nM,CHEMBL563647,41.0,3.867300000000003,91.02000000000001,563.7240000000003,7.3872161432802645
Cn1c(N2CCN(CCCN3c4ccccc4Sc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,37.0,nM,CHEMBL551457,37.0,2.597200000000001,91.02000000000001,507.6160000000004,7.431798275933005
Cn1c(NCCCN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)cc(=O)n(C)c1=O,58.0,nM,CHEMBL560120,58.0,2.7362,68.5,441.35900000000026,7.236572006437063
Cn1c(N2CCCN(CCCN3c4cc(C(=O)O)ccc4COc4ccccc43)CC2)cc(=O)n(C)c1=O,530.0,nM,CHEMBL1774496,530.0,2.4151,100.25,519.6020000000003,6.275724130399211
Cn1c(N2CCN(CCCN3c4ccccc4COc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,140.0,nM,CHEMBL1774490,140.0,2.0249999999999995,100.25,505.5750000000004,6.853871964321762
Cc1ccc2c(c1)c1c(n2CCc2ccncc2)CCN(C2CCN(C)CC2)C1,7570.0,nM,CHEMBL1783975,7570.0,4.039720000000003,24.300000000000004,388.55900000000025,5.120904120499927
CC[C@]12CCCN(C(=O)c3cccc(Br)c3)CCc3c(n(c4ccccc34)C(=O)C1)[C@@H]2OC,4160.0,nM,CHEMBL4527708,4160.0,6.010300000000005,51.540000000000006,509.44400000000036,5.380906669373257
COc1ccc(CCn2c3c(c4cc(F)ccc42)CN(C)CC3)cc1,32.0,nM,CHEMBL589150,32.0,4.019600000000003,17.4,338.4260000000001,7.494850021680094
C[C@@H](c1ccccn1)c1c(CCN2CCCC2)sc2ccccc12,6100.0,nM,CHEMBL1091774,6100.0,5.086400000000005,16.130000000000003,336.50399999999996,5.214670164989233
CNC(=O)c1cc(OCCCCN2CCN(c3cccc4sccc34)CC2)ccn1,418.0,nM,CHEMBL4209188,418.0,3.637100000000002,57.7,424.5700000000001,6.3788237182249645
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,454.0,nM,CHEMBL85,454.0,3.5904200000000026,64.16,410.4930000000003,6.342944147142896
COC(=O)C(C)(C)c1cnnn1CCN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,66.93,nM,CHEMBL5554991,66.93,4.473600000000004,73.14,506.0500000000003,7.1743791749965
CN(C)CCc1c[nH]c2ccccc12.O=C(O)/C=C/C(=O)O,520.0,nM,CHEMBL3183055,520.0,1.9838000000000002,93.63000000000001,304.34600000000006,6.2839966563652006
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,0.83,nM,CHEMBL1172,0.83,4.018900000000002,24.92,310.8280000000001,9.080921907623926
O=C1Cc2ccccc2C(=C2CCNCC2)c2ccsc21,11000.0,nM,CHEMBL1197564,11000.0,3.672200000000003,29.1,295.4069999999999,4.958607314841775
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,72.0,nM,CHEMBL479,72.0,5.885600000000005,6.48,370.587,7.142667503568731
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,5.4,nM,CHEMBL643,5.4,4.239400000000003,6.48,284.428,8.267606240177031
O[C@H]1Cc2ccccc2C(=C2CCNCC2)c2ccsc21,17000.0,nM,CHEMBL3929465,17000.0,3.5229000000000026,32.26,297.42299999999994,4.769551078621726
CN(c1ccccc1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,80.5,nM,CHEMBL561690,80.5,5.328900000000005,24.3,414.5280000000002,7.094204119632131
NCCc1c[nH]c(-c2ccc(Cl)c(Cl)c2)n1,50118.72,nM,CHEMBL154068,50118.72,2.8847000000000005,54.7,256.13599999999997,4.300000029139088
COc1ccccc1OC[C@H](O)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,3.67,nM,CHEMBL4591702,3.67,5.1798000000000055,54.82,491.0310000000003,8.435333935747911
Cc1ccccc1OCC(O)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,8.9,nM,CHEMBL4539150,8.9,5.479620000000006,45.59,475.03200000000027,8.050609993355087
CCOc1ccccc1OCC(O)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,17.65,nM,CHEMBL4473399,17.65,5.569900000000006,54.82,505.0580000000002,7.753255290276159
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,1.0,nM,CHEMBL908,1.0,5.188000000000004,3.24,315.869,9.0
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2O,177.0,nM,CHEMBL4102670,177.0,2.958320000000002,61.60000000000001,424.5700000000002,6.752026733638194
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2F,123.0,nM,CHEMBL4104261,123.0,3.935520000000003,41.370000000000005,426.5610000000002,6.910094888560602
Cc1ccc2c(c1)c1c(n2CCc2ccncc2)CCN(C)C1,160.0,nM,CHEMBL1783965,160.0,3.5753200000000014,21.060000000000002,305.42500000000007,6.795880017344075
CN1CCc2c(c3cc(F)ccc3n2CCc2ccncc2)C1,470.0,nM,CHEMBL1783967,470.0,3.4060000000000024,21.060000000000002,309.38800000000003,6.327902142064283
CN1CCc2c(c3cc(F)ccc3n2CCc2ccccn2)C1,940.0,nM,CHEMBL1783956,940.0,3.4060000000000024,21.060000000000002,309.38800000000003,6.026872146400302
CN1CCc2c(c3cc(C#N)ccc3n2CCc2ccccn2)C1,1290.0,nM,CHEMBL1783971,1290.0,3.138580000000002,44.85,316.408,5.889410289700751
Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CCN(C)C1,1580.0,nM,CHEMBL589390,1580.0,3.883740000000002,21.060000000000002,319.4520000000001,5.801342913045577
Cc1ccc2c(c1)c1c(n2CCc2cccnc2)CCN(C2CCN(C)CC2)C1,2790.0,nM,CHEMBL1783974,2790.0,4.039720000000003,24.300000000000004,388.55900000000025,5.554395796726403
Cc1ccc2c(c1)c1c(n2CCc2cccnc2)CCN(C)C1,3160.0,nM,CHEMBL1783960,3160.0,3.5753200000000014,21.060000000000002,305.42500000000007,5.5003129173815966
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,454.0,nM,CHEMBL85,454.0,3.5904200000000026,64.16,410.4930000000003,6.342944147142896
CCOCCn1c(C2CCN(CCO)CC2)nc2ccccc21,25.0,nM,CHEMBL5869389,25.0,2.2445000000000004,50.519999999999996,317.433,7.6020599913279625
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,420.0,nM,CHEMBL1112,420.0,4.859300000000005,44.81,448.39400000000006,6.376750709602099
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,454.0,nM,CHEMBL85,454.0,3.5904200000000026,64.16,410.4930000000003,6.342944147142896
COc1ccc(CCN2CCC(C(=O)c3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,59.0,nM,CHEMBL95051,59.0,5.369700000000005,47.36,471.5760000000002,7.229147988357855
COc1cc(C(=O)N2CC[C@](CCN3CCC(C(N)=O)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,3.0,nM,CHEMBL330366,3.0,5.712300000000005,94.33000000000001,640.6080000000001,8.522878745280337
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2,127.0,nM,CHEMBL4083333,127.0,3.4674200000000015,41.370000000000005,408.57100000000025,6.896196279044043
CC(C)(C(=O)O)c1cccc(CC(O)CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,57.23,nM,CHEMBL5555844,57.23,5.697100000000005,73.66,531.0960000000002,7.242376254091611
CC(C)(C(=O)O)c1ccc(CCCN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c(F)c1,21.81,nM,CHEMBL5568499,21.81,6.865400000000007,53.43,533.0870000000002,7.661344334421299
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,290.0,nM,CHEMBL998,290.0,4.887800000000005,42.43,382.89100000000025,6.5376020021010435
Cc1cc(OCCN(C)C)nc2ccc(NC(=O)COc3ccc(Cl)cc3Cl)cc12,3.5,nM,CHEMBL194837,3.5,4.807920000000005,63.69,448.3500000000002,8.455931955649724
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,28.3,nM,CHEMBL305660,28.3,7.217600000000008,29.540000000000003,469.6690000000001,7.548213564475709
CN(C)CCC=C1c2ccccc2CCc2ccccc21,4.782,nM,CHEMBL629,4.782,4.168600000000003,3.24,277.411,8.320390428220245
N#Cc1ccc2nn(CCCCN3CCN(c4cccc5sccc45)CC3)c(=O)n2c1,76.6,nM,CHEMBL4644391,76.6,3.1847800000000017,69.57,432.55300000000017,7.115771230367396
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,14.0,nM,CHEMBL296419,14.0,5.351300000000005,42.32,458.58100000000024,7.853871964321762
CCOCCOCCN1CCC(c2nc3ccccc3n2CCOCC)CC1,115.0,nM,CHEMBL5775990,115.0,3.3053000000000017,48.75,389.5400000000003,6.939302159646388
CCOCCn1c(C2CCN(CCCO)CC2)nc2ccccc21,28.0,nM,CHEMBL5978002,28.0,2.6346000000000007,50.519999999999996,331.46,7.552841968657781
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,1344.0,nM,CHEMBL219916,1344.0,3.353200000000002,78.82,425.92000000000013,5.871600731282194
CN(C)CCOC(c1ccccc1)c1ccccc1,171.0,nM,CHEMBL657,171.0,3.3542000000000023,12.47,255.36100000000002,6.767003889607846
Clc1ccc(CNCC[C@@H]2C[C@H]2c2c[nH]cn2)cc1,6800.0,nM,CHEMBL213886,6800.0,3.3465000000000016,40.71,275.783,5.167491087293763
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,16000.0,nM,CHEMBL1172,16000.0,4.018900000000002,24.92,310.8280000000001,4.795880017344075
COc1ccc(C2(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C2)cc1OC,309.0,nM,CHEMBL93556,309.0,7.0356000000000085,104.59000000000002,764.8950000000001,6.510041520575165
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,3194.0,nM,CHEMBL549,3194.0,3.812980000000003,36.26,324.39900000000006,5.495665088197536
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,3.721,nM,CHEMBL511,3.721,2.658400000000001,28.6,285.391,8.429340329978466
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,3.3,nM,CHEMBL511,3.3,2.658400000000001,28.6,285.391,8.481486060122112
COc1ccccc1OCCCN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,9.28,nM,CHEMBL4473466,9.28,6.209000000000007,34.59,475.03200000000015,8.032452023781138
CN1CCc2c(c3ccccc3n2CCc2ccncc2)C1,120.0,nM,CHEMBL1783964,120.0,3.2669000000000024,21.060000000000002,291.398,6.920818753952375
CN1CCc2c(c3ccccc3n2CCc2ccccn2)C1,1820.0,nM,CHEMBL1783953,1820.0,3.2669000000000015,21.060000000000002,291.398,5.739928612014925
O=C(CCO)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,125.7,nM,CHEMBL5532329,125.7,3.6403000000000025,53.43,382.89100000000025,6.900664722314042
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,2300.0,nM,CHEMBL534,2300.0,4.014400000000004,20.310000000000002,309.4340000000001,5.638272163982407
OC(COc1ccccc1Br)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,40.22,nM,CHEMBL4458953,40.22,5.933700000000006,45.59,539.9010000000002,7.395557933739277
OC(COc1ccccc1Cl)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,28.41,nM,CHEMBL4539056,28.41,5.8246000000000056,45.59,495.4500000000003,7.546528766277064
OC(COc1ccccc1F)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,4.74,nM,CHEMBL4556553,4.74,5.310300000000006,45.59,478.99500000000023,8.324221658325914
COc1c(OCC(O)CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)ccc(F)c1F,27.88,nM,CHEMBL4529928,27.88,5.458000000000005,54.82,527.0110000000003,7.554707230574028
CC(=O)c1ccccc1OCC(O)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,20.98,nM,CHEMBL4518271,20.98,5.3738000000000055,62.660000000000004,503.04200000000026,7.678194516142461
CCOCCn1c(C2CCN(CCOC)CC2)nc2ccccc21,93.0,nM,CHEMBL5913525,93.0,2.898600000000001,39.519999999999996,331.46,7.031517051446065
O=C(O)c1ccc(OCCN2CCC(c3nc4ccccc4n3CCOc3ccccc3)CC2)cc1,260.0,nM,CHEMBL5873096,260.0,5.071900000000005,76.82000000000001,485.58400000000023,6.585026652029182
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,12.0,nM,CHEMBL71,12.0,4.894400000000004,6.48,318.8730000000001,7.920818753952375
OC(COc1ccccc1)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,6.23,nM,CHEMBL4587694,6.23,5.171200000000005,45.59,461.0050000000002,8.20551195334083
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2cccc3sccc23)CC1,305.0,nM,CHEMBL4294617,305.0,4.512900000000005,43.86000000000001,439.62500000000017,6.515700160653214
CO[C@@H]1Cc2ccccc2C(=C2CCNCC2)c2ccsc21,23000.0,nM,CHEMBL4115677,23000.0,4.177000000000003,21.259999999999998,311.44999999999993,4.638272163982407
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,2300.0,nM,CHEMBL534,2300.0,4.014400000000004,20.310000000000002,309.4340000000001,5.638272163982407
CCOCCn1c(C2CCN(CCOC(C)=O)CC2)nc2ccccc21,54.0,nM,CHEMBL5966490,54.0,2.8153000000000006,56.59,359.47,7.267606240177032
CC(C)(C(=O)O)c1ccc(CCN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)cc1,33.91,nM,CHEMBL5542993,33.91,6.336200000000006,53.43,501.07000000000016,7.469672210221914
CC(C)(C(=O)O)c1ccc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)cc1,18.36,nM,CHEMBL5560560,18.36,6.2937000000000065,53.43,487.04300000000023,7.7361273231347765
CCOCCn1c(C2CCN(CCOCC(=O)OCC)CC2)nc2ccccc21,169.0,nM,CHEMBL5906049,169.0,2.831900000000001,65.82000000000001,403.5230000000002,6.772113295386326
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,1500000.0,nM,CHEMBL998,1500000.0,4.887800000000005,42.43,382.89100000000025,2.8239087409443187
O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCN1CCN(c2cccc3sccc23)CC1,174.0,nM,CHEMBL4284346,174.0,3.8346000000000027,43.86000000000001,437.60900000000015,6.7594507517174005
O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2ccccn12,88.5,nM,CHEMBL4638599,88.5,3.3131000000000013,45.78,407.5430000000002,7.053056729302175
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,0.644,nM,CHEMBL1172,0.644,4.018900000000002,24.92,310.8280000000001,9.191114132640188
NC(=O)c1cn(CCN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)nn1,12.21,nM,CHEMBL5565071,12.21,3.121900000000002,89.93,448.95800000000025,7.913284336055117
